tx_id,date,time,sender_acc_number,beneficiary_iban,amount,fee_type,catch
8024a28e-7e4f-4fdc-8798-9954e9ded792,2026-06-12,10:37:03,587885955067/5432,AD4000045540X1NJ1J1NWP94,419,BEN,False
79fcd6eb-56b3-4a41-9760-ec58efa92abb,2026-06-12,10:20:08,775161490453/5432,PT50001845100516866381464,309,OUR,False
90cd8394-88d5-49a4-a63c-7788a86f5845,2026-06-12,23:38:20,898153154321/5432,NL62MHCB9953161026,246,SHA,True
c91f778e-b4e5-463c-9d3d-b3dc9adfcb19,2026-06-12,21:12:18,472162959265/5432,CZ0982506659125208622023,312,BEN,True
cbb205b6-c6ef-4204-911b-935fedf4a28f,2026-06-12,08:21:49,561994187168/5432,CZ1679706688855641607989,403,BEN,False
83b9deae-e661-46ad-a279-f217f9af51a2,2026-06-12,09:37:18,241048419045/5432,EE662289919879583365,382,OUR,False
53079857-909c-47ed-af47-348405869a53,2026-06-12,15:37:17,256076868881/5432,DE29532400481644201610,275,SHA,False
103ac0e8-ba80-4957-b5b3-62f354d9fb06,2026-06-12,10:57:58,116487369646/5432,ES4920906298210004823737,52,SHA,False
fb8d3790-ec2c-4e13-9f02-57dd6fecae34,2026-06-12,09:05:02,757157278145/5432,GE90BG4443912278707362,257,SHA,False
095393e5-f1b9-4976-bca1-ca530005b023,2026-06-12,12:05:25,461495904503/5432,PL58124029884715624458091016,59,SHA,False
44ee8757-1f08-43b7-a23b-713fa0725c84,2026-06-12,13:41:44,585160088885/5432,MD12MOTUTHEIQN5P33ET5GBY,103,OUR,False
81cd5f91-8a03-4643-a433-7cefd74f9acb,2026-06-12,15:55:24,954855244374/5432,MD56AGA7PGFUKPWULVWMYQQR,386,BEN,False
655361f3-64b2-49e2-97c2-53693e759ef5,2026-06-12,12:47:05,668762154113/5432,KZ51998TGI3TIJBBJAXD,184,BEN,False
9fb43082-4cce-46a8-9dfd-2aedd0ef92ab,2026-06-12,10:18:04,410748387173/5432,NL31ARBN6061251503,61,SHA,False
abda8630-e8b1-4eb9-9c1f-ce29b981ace8,2026-06-12,15:45:51,370412019547/5432,LT065030098832969431,234,OUR,True
86936e31-4b2c-473d-bea3-8bab349209c0,2026-06-12,13:37:11,413040535580/5432,SK6159003442476327975989,416,SHA,False
e57ae39e-b7f4-447f-b448-1d361a6c2a28,2026-06-12,11:11:34,435890331222/5432,BE79596526383833,489,BEN,False
f050bd85-263f-450e-b5d6-fb21e1dd22ad,2026-06-12,14:49:00,106176062312/5432,ME25555772908519782583,464,SHA,False
8fa15264-6cbd-4de8-bfa0-f08c71943ded,2026-06-12,14:39:22,511660513483/5432,HU22632052269058477573311916,349,BEN,False
bec880bf-59a2-4ad9-b834-8963af4cc222,2026-06-12,15:03:22,520878688970/5432,LV92RIBRZNNIR6GPX4SBZ,188,BEN,False
6d19bf84-05ce-4580-a184-357ee2239082,2026-06-12,14:52:04,737929339795/5432,GB63SVBK71399664835839,511,OUR,False
6f567369-2ef5-4117-9578-b0fd66121c82,2026-06-12,08:21:19,326163461249/5432,GB87CPBK45101917219455,514,OUR,False
2c9918ea-6553-4e6d-bf32-d24c0dcf8b5e,2026-06-12,14:24:28,678996285320/5432,LU95340VFPPJZSCFNOBR,509,BEN,False
e8e51dcc-ab74-499e-bc1b-9b1b7e051d04,2026-06-12,12:06:48,298668544239/5432,SA47617WMJTZ9SNWTLVP20XX,166,BEN,False
08b85ef6-931b-4687-bb10-59c91c5c5d6b,2026-06-12,13:16:21,550284853539/5432,LV08HABA8JVHZEBWIBVSY,240,BEN,False
d6e301bd-a554-433f-84ad-3a81803b868f,2026-06-12,13:56:49,435292781821/5432,AD0800012173LQ0VCETFU0QL,269,SHA,True
07dd9e67-cbec-4506-8e7b-162cf485b087,2026-06-12,13:25:18,308058229111/5432,GR930569950JTBSCEATIWIKDRKI,402,SHA,True
d048fb30-3538-4824-9b84-0911331dce0b,2026-06-12,17:47:39,287493934578/5432,RO55TREZJGXQEGGBEMZTAEKT,246,BEN,True
4f81158f-86e5-4bd7-bbdc-f1669134aea3,2026-06-12,13:59:23,608310768657/5432,UA61305299RKZIQBBIBAJOCZXEEJI,65,SHA,True
22e55990-8dc0-4f60-997f-305dbb0504fe,2026-06-12,13:58:34,130812240098/5432,BA361324747824493138,323,OUR,False
bfb17997-0cc8-418a-825d-edf6464377a2,2026-06-12,14:00:28,348331407398/5432,EE097582505073883065,163,BEN,False
087159a2-17a8-4bf5-9a04-10304c8e9908,2026-06-12,09:50:43,783660626799/5432,LU83409YDKZTXJIWIYSS,403,OUR,False
0a2a010a-08c2-4576-9e4d-f5d8abf21504,2026-06-12,14:57:06,791757697440/5432,UA98305482BCEAUVZ54RHZ4S5XIMH,171,BEN,False
c6c43670-e288-47e3-82f2-276eec677f46,2026-06-12,14:01:45,424470488795/5432,LT123020051497877639,233,SHA,False
f985a7f1-1314-44b8-b5b4-5a5d058725a5,2026-06-12,12:05:44,485915990384/5432,BG51INTF180676YN6VGI1S,81,BEN,False
6db6459b-ab0d-449c-8a2e-773197151cbe,2026-06-12,10:33:10,940038957634/5432,CY1765552318DDNXOBPZW89IQIEI,241,BEN,False
009907e2-e6d5-455f-b62a-41142075d18c,2026-06-12,14:55:09,641102910780/5432,IT92S0883308972JBVAETVZS3AE,259,SHA,False
cab60074-1533-4e9f-85ee-20a2f62eba1c,2026-06-12,13:14:03,203904662771/5432,CY4756674776EFUUS45LE4CQHUAM,415,SHA,False
cb38a940-bc9c-437f-a573-c3c4eb614da5,2026-06-12,10:13:00,561384205221/5432,GE16KS4215535358415994,463,SHA,False
c767b45d-054e-49d1-8776-7a6900bf9f0a,2026-06-12,15:12:19,176774339339/5432,GR400161565BKSI6GXOQPXHUIMA,374,SHA,False
0f23d937-adad-46ad-9429-a76b3806dfdf,2026-06-12,10:53:33,862177286523/5432,RO60RZBLIEE29LNKIAELMVWC,122,SHA,False
3d4ce534-2920-475d-9cc5-563e257acf9e,2026-06-12,08:26:51,750417272114/5432,FI5839808704471912,247,BEN,False
9d14e581-b333-43e9-85d7-019681bba04c,2026-06-12,14:36:20,707128547555/5432,TR14001460DZKI0SSOHV4DEPHD,429,OUR,False
06bce335-ee67-4890-81a8-f97a1ca090b0,2026-06-12,09:01:57,474336316987/5432,IL300208482345466047654,428,SHA,False
9bbfe970-6119-4df7-a5d8-d839ea53bbfa,2026-06-12,13:45:19,394059956071/5432,RO92ROINRDC3SDJ4SAAO7MF9,517,SHA,False
5deaf0cc-6263-40fe-ab9b-ae5c7bdcb403,2026-06-12,13:01:59,213635789346/5432,HU19148796420527677369449488,251,SHA,False
fcda3782-8e23-4220-b96a-dbf9447ef660,2026-06-12,12:16:36,627435384438/5432,RO10CECE0UQAHBLS3YG3KRF2,167,OUR,False
153082ff-3bdc-4d3a-9e93-5caf5f5fc955,2026-06-12,15:22:22,260812622095/5432,HU66882524257365943780380852,312,OUR,False
349213bb-236b-4297-bb84-c02b0a4b79d3,2026-06-12,23:36:41,188188013291/5432,NL80FBHL0850484968,330,OUR,True
592f7799-19ae-4a17-800a-406c740a2fed,2026-06-12,12:04:44,346403383157/5432,FR863000427816MMMAHCXKIDC46,419,SHA,False
5fa4c85e-14f9-4391-bf15-aa5d8677db05,2026-06-12,09:16:31,176470640438/5432,IE03BOFI83287324627055,444,SHA,False
79544fa5-9a42-4166-ac1c-d0edd163a95c,2026-06-12,12:05:20,745233707555/5432,CH1400303NBVXCMQFVMKL,447,BEN,False
9963d942-65d2-4618-ae6f-b6f2aa4648ee,2026-06-12,12:21:12,230993471863/5432,CH1030004YFUTC9MMAXW8,227,SHA,False
01b26801-a46d-41fb-a6d8-af2446286ef8,2026-06-12,12:20:18,986700309515/5432,ME25535380286960461669,84,BEN,False
8deca980-81f2-41fd-9f92-cc02d62a9d46,2026-06-12,14:24:50,370686846375/5432,UA37334851Q9M5S25NF6AJQN53NRX,210,OUR,False
ac4a25f3-99bf-4f07-9422-74689f0e514e,2026-06-12,17:00:21,875588532881/5432,SE4792786297471904032014,188,OUR,True
6cc621ff-3231-4ad1-9da3-fae05d86996a,2026-06-12,15:24:54,572885560013/5432,AE380553318179578667995,511,SHA,False
3d4c463c-102d-48be-bd5b-43a0729dbec7,2026-06-12,08:54:47,330974347335/5432,HR8723860020796103312,105,BEN,False
0cc101a5-055c-4f0a-b5bd-bd797aaa42d6,2026-06-12,15:51:13,204132261137/5432,SA3479XFADXQOOVJIL8IAEGR,286,BEN,False
2bc144fa-1565-40fe-99c3-5c6480110785,2026-06-12,11:57:11,751886173001/5432,MC343000319867B7PZNFZMNUU25,337,OUR,False
d25a8cf0-25f6-45bd-a484-af4fdfa5b01f,2026-06-12,22:37:29,344271911491/5432,SI56020542495262670,360,BEN,True
e1fd4a53-7fd0-404d-831e-f883fe5a5740,2026-06-12,11:21:21,140328813116/5432,PT50006564673449745302756,444,BEN,False
1a62a11d-d571-4c22-8c5e-4fd45f0a650b,2026-06-12,10:54:35,837276139062/5432,TR28001160PUBY9M0CVVXWHCEZ,58,OUR,False
9306d8bb-584d-4c7e-b825-838169a64c09,2026-06-12,09:16:03,167997680054/5432,FR251213575484KZXFL6RWTLV26,126,SHA,False
cf42ebc5-3b62-42ed-9fc6-17f0d3d84b78,2026-06-12,21:11:56,443551105547/5432,FI9141125551614098,454,SHA,True
925e6c1c-62b5-4aec-b084-c422eaf78a9e,2026-06-12,15:29:59,458839498438/5432,LT903007979501452375,232,OUR,False
08d6d87c-abe9-4052-b57a-60072032ba09,2026-06-12,08:33:03,514371527197/5432,IS300398858262331553857068,190,OUR,False
6e4ce0f3-6e76-46e4-95f1-7bfe6b39997e,2026-06-12,12:14:26,979486105070/5432,KZ7855326575BJIOMJVK,435,BEN,False
5ad16947-5207-4dbb-a8ee-bf94671e3ac6,2026-06-12,15:33:15,324363677261/5432,AE952931957191875283387,280,OUR,False
7449d170-4ac1-4ee8-9f4b-ad2abca0795b,2026-06-12,12:48:41,151637388711/5432,DK3905347740025600,359,OUR,True
f7d204f6-37d7-4a90-b23c-2fc69ba2fc2e,2026-06-12,20:31:14,429644626963/5432,EE750072425814065323,426,BEN,True
0f29b519-93e5-4ddb-9d35-02c76bf9c633,2026-06-12,12:43:48,111430875803/5432,SE4496784671426171334347,212,OUR,True
9285d11e-5bab-4403-bbff-f739d50f14b5,2026-06-12,13:17:01,318339854959/5432,AT423802346007981012,299,BEN,False
ba3f6df6-1eee-4a53-96b0-ee370e5f3b8e,2026-06-12,13:51:42,808705510351/5432,BA915518238806920070,359,BEN,False
df3bf7cb-d7a8-4e3e-afae-3514e7c19770,2026-06-12,14:03:10,642985908870/5432,SI56020923242104257,356,BEN,False
7b8c838c-cb3d-412f-bcbe-24f8f382f496,2026-06-12,09:21:32,334286380014/5432,EE211258295597459206,493,SHA,True
d537be07-db69-484c-9bc1-ed4e70b5fd6d,2026-06-12,11:26:13,283906424607/5432,KZ08942PHRTBNIXWLWNW,369,SHA,False
39d052f8-6e7e-4c4a-9d82-29dfbd9c2674,2026-06-12,12:27:43,978668567149/5432,SK5881910797745213558991,126,SHA,False
dedea25c-2aa1-487a-a1e9-d1b5bca3594e,2026-06-12,08:45:57,370920781844/5432,LU42058I81XMBWLB7BQN,87,SHA,False
7b5ff8f1-d32b-457f-bb73-c39152d27041,2026-06-12,11:44:43,707158697684/5432,GB71CHAS74313558619507,107,SHA,False
f41efbbf-a99d-429f-b058-963f70504151,2026-06-12,14:43:57,123015557915/5432,AE550478833939408025671,356,OUR,False
aafaf4c9-2db5-49d1-9bbc-38a11306d7f4,2026-06-12,11:29:43,100943373988/5432,SK7099525620239065298804,284,SHA,False
a69b0198-d726-4356-80b1-7ddd24a135ed,2026-06-12,13:30:08,863732720843/5432,BA035525813333001173,388,SHA,False
3922c161-cd4c-4d9f-834a-6ed4d9c9c0f3,2026-06-12,08:31:46,785081731788/5432,IL910207608392389653822,164,BEN,False
9f8a3452-e5e8-43ea-9598-4124746d657a,2026-06-12,15:15:51,265474608104/5432,EE210086795944922311,389,BEN,False
f3c51d3c-e9ea-4658-b631-5cbf5032ec18,2026-06-12,15:29:02,446228367569/5432,EE195565562791386134,228,OUR,False
71aa14c9-d0a6-4d48-9ddb-10fa8f6d7e7f,2026-06-12,14:35:45,986552742868/5432,SK8799558685382158313162,128,OUR,False
c06bbc38-8b9b-4a9c-b6e2-a76b7423cbf9,2026-06-12,11:17:49,637894629632/5432,TR90000120CURMKFMXEDQDKPF4,447,SHA,False
1abdacd4-a84b-4416-98a5-59a69bf9faa1,2026-06-12,15:32:44,425747486340/5432,AD410007771428UXAUXFZLW5,183,OUR,False
a240dcdd-af28-47ca-9a30-5eb967694e4f,2026-06-12,13:20:08,190441969335/5432,ME25530920361096580608,241,SHA,False
f3759d20-229d-47be-bac7-5422020fad53,2026-06-12,10:18:06,860916935768/5432,CY1272321282HFOSYI64MOTMCJ7K,507,SHA,False
9d39f703-131e-4f31-b556-a2b5ed779052,2026-06-12,08:23:29,913376801839/5432,BA395685215031744146,395,BEN,False
185d266b-ecef-42f4-9723-ef88ca417be0,2026-06-12,11:17:10,740470647648/5432,CZ9230600618594695979263,502,SHA,False
f5ac72b6-e334-4726-8447-3b30cf4d9606,2026-06-12,13:28:05,986355497410/5432,LI37088034V9UUZQ4L8UF,515,SHA,False
d3f2b095-9f7c-4a2a-b7cd-2833e7577059,2026-06-12,13:36:05,380415533741/5432,BG92NASB699811ZGXMDRHG,256,BEN,False
6d132687-3f58-4836-a74a-99b683d90430,2026-06-12,20:20:05,406202607519/5432,PT50016090914231321189841,461,SHA,True
958db36c-3f48-435c-85ce-5c8291f4795b,2026-06-12,14:32:46,291146800865/5432,MD17EXWLCPTTWRCK7KO3VD46,453,BEN,False
d08e1d60-fb60-4b63-bb26-16c2528a1c24,2026-06-12,14:35:03,856375662081/5432,BG24DEMI182213YWGNSPWZ,102,OUR,False
fb825215-b594-4c36-8290-4bd932cf6ca4,2026-06-12,09:55:22,604999453840/5432,FI6621605311398516,464,BEN,False
fe0e57b5-f266-4e6e-8de2-6848d400146c,2026-06-12,10:47:25,116937496734/5432,HU27556340173489902618531976,284,BEN,False
184da0dc-7f0c-4a79-a5ab-94b881892e84,2026-06-12,09:18:01,629401929166/5432,PL83918010186193742178004763,347,BEN,False
7a8b9606-613f-4283-ab46-570dcbe107b7,2026-06-12,10:45:35,929485233621/5432,FR033000480849XVDZLU41NLU87,208,SHA,False
6b39f3e7-aacc-405a-8d13-c7f3db8f013a,2026-06-12,09:12:45,603292864861/5432,AD9600074287X4WUO1RUBMZK,152,SHA,False
49ae292c-551c-47e5-847c-49e980237e40,2026-06-12,11:03:34,552163739371/5432,LT353950091709838191,104,BEN,False
46fe53a4-1e8c-4cae-b2e6-36b658daa936,2026-06-12,08:44:04,428084315188/5432,MD15ECZZXNY7HNYOKI83NVQ1,233,OUR,False
5c2c43e5-abc0-428b-ba68-66e3c5c64930,2026-06-12,13:35:20,672843841741/5432,DK7244266418322206,178,BEN,False
0d380710-7a8a-470e-8915-ccf6a6b39369,2026-06-12,12:57:35,758573425624/5432,IS260125623088658376340212,184,OUR,False
78aba729-48ab-4e85-88c8-7743877d870f,2026-06-12,09:00:50,593494986069/5432,NL91BCDM1685649199,336,OUR,False
eecc4b71-2ff5-48e3-8134-0ed30eb780a8,2026-06-12,12:12:54,186436178192/5432,SK0279308833687785549491,308,OUR,False
4adae5c1-e803-4c75-a31d-e8e55ffd0033,2026-06-12,10:29:12,320737029654/5432,IL970204992883635079947,458,SHA,True
5a5f7b04-0c36-4464-bd55-da22ad9793c8,2026-06-12,12:53:46,304320862779/5432,BE92975404706523,472,SHA,True
00713fe8-2ff0-4089-8ee5-2d8956a0d3c4,2026-06-12,10:27:49,310787351055/5432,MD46ARMUBZYS3X8CBF69H3SC,509,OUR,False
60a4807d-0634-4fc4-937f-7184452b39ff,2026-06-12,09:52:01,579367243911/5432,BG22DEMI2478171JF8H97A,359,SHA,True
13a62c42-987f-400f-9fa4-31ae58702130,2026-06-12,13:58:49,392606076264/5432,MD94CB94KLGBXV7UGC4F4BKY,423,SHA,False
897a630c-9d47-4a8b-a5ca-37a1bbe71912,2026-06-12,10:25:00,958559828483/5432,UA89322669DPFMJH5S0PAN8AXL5YF,347,BEN,False
f53f5954-e011-4c1f-8c9f-fdd535fb7149,2026-06-12,13:50:01,330990267364/5432,AD7500017572IFOMDU8EQNZM,489,BEN,False
ad80c8a4-a2bc-409e-9282-53e9c826f1f7,2026-06-12,11:20:19,691554829782/5432,LI4008810L0RPGNGBWLPJ,210,BEN,False
0d9f202e-7776-4ab9-a60d-d06d9922200b,2026-06-12,14:45:04,244220423898/5432,GB89CLYD13105611482683,257,OUR,False
6e7c38f8-7e54-4505-a036-953f4ac548c5,2026-06-12,14:25:00,186497587023/5432,CZ3480608725853558135496,134,BEN,False
5141aa1c-280b-4f51-8955-4a251078b43d,2026-06-12,13:31:41,196468984803/5432,GE66CS6917650536715280,187,OUR,False
f0bd6300-05d6-463f-bbbb-4b64ce638cdc,2026-06-12,15:49:26,557781314954/5432,CY3421546950EGNLCSKJMOEELC9Y,216,OUR,False
120ffec2-86f7-487a-bd66-f16e4b7f206a,2026-06-12,11:15:39,975933489762/5432,LU88032KLIVFQ3HXMNOA,508,OUR,False
793c9911-efee-4dd0-8760-cf0e693bdcda,2026-06-12,15:49:40,447900956770/5432,IL640207248852326185106,248,BEN,False
ee7c4e68-8d75-4809-8613-5242c8d17af9,2026-06-12,12:03:20,831191205614/5432,DE39426800817035146114,430,BEN,False
4280e682-5852-47bb-ba2a-284e42fe025b,2026-06-12,21:43:58,497853250025/5432,BG23NASB987460OWQDRNGG,122,SHA,True
7864c9b4-c34b-41b3-99a7-65469c17f16b,2026-06-12,12:07:51,405147352787/5432,ME25555302402065370818,427,BEN,False
2630a282-8db6-4ec5-b4cf-a727d1ed8aa9,2026-06-12,09:37:23,969748718293/5432,RO80TRFDJZM6O1H9CJIAQN3F,391,SHA,False
c8816803-7706-4245-91fe-d3c34e15dc7d,2026-06-12,15:32:10,283270263395/5432,ES5824101260231349922998,210,BEN,False
131d0472-6371-4997-9aca-1688d85f3540,2026-06-12,10:00:54,216273263473/5432,GR960104676FYOACOR3GWHEQEME,119,BEN,False
d1206f98-3e7e-47bd-bebc-671079b63702,2026-06-12,08:01:28,436321807672/5432,KZ24849PFZNQLOSGSELG,165,SHA,False
ae319757-9c88-43f8-a7e8-bdd8177e8efa,2026-06-12,08:21:54,407346298777/5432,RS35180114204327553406,120,SHA,False
06b3d093-d935-4f3d-852f-41d524a1ce7c,2026-06-12,19:55:05,342676551158/5432,AE360192359687870956509,252,SHA,True
e709aac2-6e3a-4a64-a5c9-ae56984b3ca8,2026-06-12,20:49:35,678399761724/5432,FR401026817178SAJHNO2HBZM11,80,OUR,True
0b3adf98-a2e0-4a66-891e-296a121a0a1a,2026-06-12,08:28:41,894672607342/5432,FR702004105680NDCTQICJG4Z49,157,OUR,False
58f311ee-1af6-4933-b35d-3ddeb39893f9,2026-06-12,09:05:31,881665570263/5432,PT50019375036570521161334,94,SHA,False
872960f8-ad02-45a9-995d-b87dc10659de,2026-06-12,10:46:32,216715360217/5432,IE41BOFI18584589185083,479,SHA,False
bb5e7d95-77ce-440b-a076-63605bcaec9c,2026-06-12,08:53:13,892018960551/5432,SK9259002256715217713161,261,BEN,False
cb0eac43-85d8-4255-9c03-817d4275dfca,2026-06-12,11:23:12,545163969716/5432,SK7781308985495630882137,173,SHA,False
db0ccf0a-5841-4317-b2d7-355b2557ad6f,2026-06-12,11:53:31,561881291000/5432,KZ62826VPKTXTMDYBKDI,322,SHA,False
53977d5b-09cb-4a90-85fd-63a488819a82,2026-06-12,08:01:30,515997151614/5432,IS060720816231168003887206,493,OUR,False
2e25aabb-d861-4c94-8a0b-da2cbdce602a,2026-06-12,14:02:09,755540786337/5432,LV73RGNSNQ6GKJR4G2LRS,453,BEN,True
3e6fc135-faff-4b4f-9d65-538a97f61479,2026-06-12,12:09:06,334385921861/5432,GR360569042AGNSABF7CAXZWUV2,328,SHA,False
38c4e3c1-c8d2-4f57-86d3-e095c14853bf,2026-06-12,15:13:43,442346325370/5432,RS35150285364279180543,306,BEN,False
162f9622-8c5b-4847-bdfa-cf792c676a9a,2026-06-12,11:23:24,562726820360/5432,RO53BCRLQQ1PM9PVNFPFLWLK,184,OUR,False
ab2646af-0ce6-45f6-a52a-34bb99b59189,2026-06-12,09:55:54,255675570319/5432,AT193946534056809468,513,BEN,False
16231fb6-f30f-47bd-b27f-4d145e2906df,2026-06-12,19:36:26,469152463916/5432,DK8313524879184775,484,OUR,True
ecf65768-6140-4127-8cc0-fe7c6242b8f7,2026-06-12,08:26:54,304932752584/5432,FR581330645479RMX6ACGZH4E45,372,BEN,False
5fb47b50-60d8-4d6e-b995-3a6e457f0f61,2026-06-12,10:24:24,863967495533/5432,TR54001030X5BMBQVKFRGWK7P9,109,OUR,False
975f370c-1ab8-4189-8582-19e6fc7c4993,2026-06-12,10:02:51,348946355075/5432,PT50006055017685526404656,479,OUR,False
94b1a6c7-8fdf-43a6-b8bb-ee67d5251839,2026-06-12,14:12:08,403792397056/5432,DK7450546796436198,259,OUR,False
54ed6d33-b485-47ca-b72b-85bed478ed91,2026-06-12,12:58:31,921729260962/5432,TR41001030YVKJ51RZSFHKDZKX,201,OUR,False
b09b15e8-3ef2-4cf1-8a02-1c22a23d45b2,2026-06-12,22:40:22,956130314250/5432,LU20104T5STZ8A3AVPIH,244,SHA,True
cb2478ef-5170-4825-8ccd-129ecf6ef2d3,2026-06-12,09:31:12,754331517795/5432,DK3680494815407537,259,SHA,False
f79a433d-867c-45f1-a227-c726a51664c4,2026-06-12,12:33:06,239072922778/5432,FI8424116775453356,91,SHA,False
c1b53e2b-f6e7-4dad-9725-2c34555c4b95,2026-06-12,13:25:18,897740404796/5432,AD1400018712HVV9DYFP7GB2,103,SHA,False
ecacf609-5e9c-4ae3-a0e3-fdb882266dcb,2026-06-12,09:51:35,773442718184/5432,RS35375854299571350761,518,OUR,False
d7c27f72-9da3-4636-b3a5-354a4941617d,2026-06-12,12:11:50,688533213863/5432,SA1432YABHUDG2E02MROR7SX,216,OUR,False
21a2e259-4710-47db-840d-4f88fd07afd9,2026-06-12,13:41:53,175586107085/5432,NO9260105039487,332,BEN,False
335e6e68-ec50-4884-828a-fa1d319b61e0,2026-06-12,17:15:57,292313635697/5432,BG39BPBI622979AIJKRK4Z,59,BEN,True
1c637f68-9c84-4676-a897-fde5b056fbef,2026-06-12,15:06:30,749265981853/5432,RS35365479675451137220,160,SHA,False
08fd468c-efdc-46fd-94f1-b1d950f9a394,2026-06-12,09:14:48,661456531107/5432,RS35250476765829073989,129,BEN,False
2002daca-0c10-4f0b-a344-eeb3c6d8fd84,2026-06-12,11:15:06,606718068013/5432,LV48UNLAJU8HGZN2KTTXB,78,OUR,False
47815463-92a6-4539-829e-3d8747892747,2026-06-12,13:58:13,709047043868/5432,DK0363466833620907,336,SHA,False
c4a5a708-cfba-43aa-8ed4-f6af845e1e6b,2026-06-12,15:01:22,754652565819/5432,RS35105022485037173306,98,BEN,True
ac200e75-503d-457f-9acf-97a590beb5e5,2026-06-12,15:36:19,826280719208/5432,LU83193HIOBTVVGXILXV,231,OUR,False
bb2dff1b-9b69-4965-a1ff-0e6705a30534,2026-06-12,20:01:23,549997184046/5432,CZ4279609726233573485336,245,SHA,True
7ed25d58-faf5-4506-8adb-39667558d1dc,2026-06-12,14:18:10,388932449833/5432,IS750129042722953220009538,122,BEN,False
7cf7345c-dee3-4643-abf0-4913f2d7a219,2026-06-12,09:46:21,483121862936/5432,RS35145704551801035382,110,BEN,False
74cb2e95-fc5b-43a7-ac8d-29db26e4d163,2026-06-12,12:40:02,640625393976/5432,EE687742194038746909,421,BEN,False
56d791fa-b1f9-41a1-af1f-e949adf28490,2026-06-12,14:03:31,120478286643/5432,SK2999548332839402131991,132,SHA,False
1065f46e-7623-492a-a71e-f07a92a464bf,2026-06-12,17:29:09,149831100822/5432,GR7101486386YDT61UJY9DKJY3N,246,BEN,True
e5afffbb-9b4d-4925-a516-a699a69416bf,2026-06-12,08:15:56,469569102136/5432,RS35160789384514205680,488,BEN,False
734802b7-665e-4cf8-a114-62a240e8d963,2026-06-12,12:22:21,821247963570/5432,CH4300732KN6WGRDTBGAT,236,BEN,True
5ff6d766-f498-4025-bd99-c9cb6a29dcb6,2026-06-12,09:35:03,587966838979/5432,ES1820632642218588391135,449,BEN,False
87206897-3de7-42d6-a36b-3e731b80944c,2026-06-12,14:51:56,420642684009/5432,PT50001442910854960728510,111,SHA,False
712f859f-57b4-45dc-b2ce-fa289afa18fa,2026-06-12,10:24:32,582759757212/5432,AT293631884375808502,68,BEN,False
d8e3f36e-f1d3-4c1f-861d-bb6fa23ab2a4,2026-06-12,11:32:48,640874805532/5432,AT273264767865461355,517,OUR,True
86bda7cc-0ea2-4f31-a83d-d89c7524d799,2026-06-12,09:09:48,848018653656/5432,FR711350740101GOHFZ74DPLH08,142,OUR,False
aa9893f7-6891-4ebb-a293-ad7974410652,2026-06-12,13:24:39,641951372780/5432,MD87CB9KHOYHBN0GSSJUNF34,132,SHA,False
204a0455-cbd7-435a-a2d5-c31153f311de,2026-06-12,12:42:46,714567903681/5432,PT50065889605737208569571,200,BEN,False
e5083ce2-be93-4c13-84c9-c89f82bb47f8,2026-06-12,13:55:01,639474360687/5432,GB64CPBK64339634968860,238,OUR,False
9774c7b9-acfd-4965-9568-df76b5407d0a,2026-06-12,13:27:58,725317062289/5432,LI0330291AXEP9U6B2XVK,147,OUR,False
b4a01b60-f6bc-468e-8360-194749e55016,2026-06-12,15:21:57,644282290460/5432,UA643157840UPTFS6HQSZMZEDZUMP,438,BEN,False
0d37351f-39b8-4854-ad22-3858f676801b,2026-06-12,15:55:22,884634936431/5432,IE27AIBK00859775019449,424,SHA,False
21e9ec2f-e761-41ab-885b-515ee7c3b51a,2026-06-12,09:21:17,384772802928/5432,LI9130111RZ63WORSF5LZ,275,OUR,False
5c1ce9f9-704e-4b01-9015-cd5c7204ec44,2026-06-12,14:18:36,366959074018/5432,EE131184066304579336,258,BEN,False
1f9a1581-8ea5-46a1-a182-bf5f1b572c06,2026-06-12,10:58:13,559062282001/5432,UA76305482CIHPQVWYRL85OA8KYOF,438,BEN,False
2108b0cf-974d-43df-b548-09180ae67255,2026-06-12,14:58:57,308769233357/5432,LU85222QENYW3WA8X7TC,489,OUR,False
30f59625-0416-4ba2-8cc0-905a0e1a3407,2026-06-12,09:56:53,312884544111/5432,IE63NOSC48630435402085,64,SHA,False
06d61f3f-1188-42ae-9832-50075778fbf7,2026-06-12,14:26:20,371380759624/5432,CR87083950964719797800,510,SHA,False
096fdf35-ab78-4276-903b-983dc2ed2589,2026-06-12,10:27:12,388736934675/5432,AD6000016021LBQXIOTGEX7R,182,BEN,False
7848e61c-af2b-4c0a-a38d-0146e53e4eb7,2026-06-12,22:19:47,514735277423/5432,GE28BS3942941505088282,133,SHA,True
d059ebb1-16e6-48a4-90c5-c4ad680f35ff,2026-06-12,11:30:50,551974619134/5432,CH5377720NHAMHU2B4BYH,490,BEN,False
c1ae8a90-5509-4ccb-9f9d-f02218d64203,2026-06-12,08:32:03,419114201906/5432,FI5086333750696850,214,BEN,False
5437d9a4-340f-4f70-9347-930a5e32a4a5,2026-06-12,10:55:56,827832963771/5432,UA983006147NQDYJWRPPYB2FVNFS8,184,SHA,False
35881876-203b-4b47-bf1c-8f439b93c520,2026-06-12,09:28:27,764287579882/5432,GB81PAED71318945800363,317,OUR,False
504ae370-c583-4632-84e0-26b0df77fcdc,2026-06-12,13:21:56,999593107459/5432,MD88ARGW1JHHNMH5KFSZVWZF,350,OUR,False
